"human_gene_symbol"	"human_entrez_ID"	"mouse_gene_symbol"	"mouse_entrez_ID"
"IBSP"	"     3381"	"Ibsp"	"    15891"
"IDE"	"     3416"	"Ide"	"    15925"
"KCNC3"	"     3748"	"Kcnc3"	"    16504"
"KCNJ8"	"     3764"	"Kcnj8"	"    16523"
"MECP2"	"     4204"	"Mecp2"	"    17257"
"ATXN3"	"     4287"	"Atxn3"	"   110616"
"MMP9"	"     4318"	"Mmp9"	"    17395"
"MYBPH"	"     4608"	"Mybph"	"    53311"
"NDUFA5"	"     4698"	"Ndufa5"	"    68202"
"NDUFA9"	"     4704"	"Ndufa9"	"    66108"
"NDUFB8"	"     4714"	"Ndufb8"	"    67264"
"NDUFB9"	"     4715"	"Ndufb9"	"    66218"
"NDUFS1"	"     4719"	"Ndufs1"	"   227197"
"NFKBIL1"	"     4795"	"Nfkbil1"	"    18038"
"SNU13"	"     4809"	"Snu13"	"    20826"
"NME4"	"     4833"	"Nme4"	"    56520"
"NRF1"	"     4899"	"Nrf1"	"    18181"
"NUCB2"	"     4925"	"Nucb2"	"    53322"
"OMD"	"     4958"	"Omd"	"    27047"
"PCYT1A"	"     5130"	"Pcyt1a"	"    13026"
"PDCD1"	"     5133"	"Pdcd1"	"    18566"
"PDE1C"	"     5137"	"Pde1c"	"    18575"
"ENPP3"	"     5169"	"Enpp3"	"   209558"
"PFN1"	"     5216"	"Pfn1"	"    18643"
"PGGT1B"	"     5229"	"Pggt1b"	"   225467"
"PIK3CD"	"     5293"	"Pik3cd"	"    18707"
"PIK3R2"	"     5296"	"Pik3r2"	"    18709"
"PLK1"	"     5347"	"Plk1"	"    18817"
"FXYD1"	"     5348"	"Fxyd1"	"    56188"
"EXOSC9"	"     5393"	"Exosc9"	"    50911"
"PRF1"	"     5551"	"Prf1"	"    18646"
"RELN"	"     5649"	"Reln"	"    19699"
"ABCD4"	"     5826"	"Abcd4"	"    19300"
"RAPSN"	"     5913"	"Rapsn"	"    19400"
"RBBP5"	"     5929"	"Rbbp5"	"   213464"
"SFPQ"	"     6421"	"Sfpq"	"    71514"
"CNTN2"	"     6900"	"Cntn2"	"    21367"
"XBP1"	"     7494"	"Xbp1"	"    22433"
"ZNF142"	"     7701"	"Zfp142"	"    77264"
"PLA2G7"	"     7941"	"Pla2g7"	"    27226"
"SSPN"	"     8082"	"Sspn"	"    16651"
"CBFA2T2"	"     9139"	"Cbfa2t2"	"    12396"
"ZMYM3"	"     9203"	"Zmym3"	"    56364"
"AKAP12"	"     9590"	"Akap12"	"    83397"
"FEZ2"	"     9637"	"Fez2"	"   225020"
"RBM8A"	"     9939"	"Rbm8a"	"    60365"
"EXOG"	"     9941"	"Exog"	"   208194"
"XYLB"	"     9942"	"Xylb"	"   102448"
"CRYZL1"	"     9946"	"Cryzl1"	"    66609"
"HS3ST1"	"     9957"	"Hs3st1"	"    15476"
"MVP"	"     9961"	"Mvp"	"    78388"
"NR1I3"	"     9970"	"Nr1i3"	"    12355"
"CCS"	"     9973"	"Ccs"	"    12460"
"NR1D2"	"     9975"	"Nr1d2"	"   353187"
"RCE1"	"     9986"	"Rce1"	"    19671"
"HR"	"    55806"	"Hr"	"    15460"
"UNC119"	"     9094"	"Unc119"	"    22248"
"USP14"	"     9097"	"Usp14"	"    59025"
"USP8"	"     9101"	"Usp8"	"    84092"
"ABL1"	"       25"	"Abl1"	"    11350"
"APLNR"	"      187"	"Aplnr"	"    23796"
"AKT1"	"      207"	"Akt1"	"    11651"
"ASCL2"	"      430"	"Ascl2"	"    17173"
"ATF1"	"      466"	"Atf1"	"    11908"
"ATP5F1C"	"      509"	"Atp5c1"	"    11949"
"ATP6V0A1"	"      535"	"Atp6v0a1"	"    11975"
"COMMD3-BMI1"	"100532731"	"Bmi1"	"    12151"
"CAPN1"	"      823"	"Capn1"	"    12333"
"RUNX1T1"	"      862"	"Runx1t1"	"    12395"
"CBL"	"      867"	"Cbl"	"    12402"
"CCNC"	"      892"	"Ccnc"	"    51813"
"CD80"	"      941"	"Cd80"	"    12519"
"CDKN3"	"     1033"	"Cdkn3"	"    72391"
"CEBPB"	"     1051"	"Cebpb"	"    12608"
"CEBPD"	"     1052"	"Cebpd"	"    12609"
"MAP3K8"	"     1326"	"Map3k8"	"    26410"
"CRYBA1"	"     1411"	"Cryba1"	"    12957"
"CSF1R"	"     1436"	"Csf1r"	"    12978"
"CSTA"	"     1475"	"Csta1"	"   209294"
"CTLA4"	"     1493"	"Ctla4"	"    12477"
"DDOST"	"     1650"	"Ddost"	"    13200"
"DNASE1"	"     1773"	"Dnase1"	"    13419"
"E2F1"	"     1869"	"E2f1"	"    13555"
"S1PR3"	"     1903"	"S1pr3"	"    13610"
"EFNA4"	"     1945"	"Efna4"	"    13639"
"ELK1"	"     2002"	"Elk1"	"    13712"
"ELK3"	"     2004"	"Elk3"	"    13713"
"CTTN"	"     2017"	"Cttn"	"    13043"
"EPHA1"	"     2041"	"Epha1"	"    13835"
"ERCC4"	"     2072"	"Ercc4"	"    50505"
"ETS1"	"     2113"	"Ets1"	"    23871"
"ETS2"	"     2114"	"Ets2"	"    23872"
"FGR"	"     2268"	"Fgr"	"    14191"
"FOXG1"	"     2290"	"Foxg1"	"    15228"
"FOS"	"     2353"	"Fos"	"    14281"
"FOSL2"	"     2355"	"Fosl2"	"    14284"
"GAK"	"     2580"	"Gak"	"   231580"
"GCHFR"	"     2644"	"Gchfr"	"   320415"
"GDF9"	"     2661"	"Gdf9"	"    14566"
"GFI1"	"     2672"	"Gfi1"	"    14581"
"GFRA1"	"     2674"	"Gfra1"	"    14585"
"GLI1"	"     2735"	"Gli1"	"    14632"
"GNG5"	"     2787"	"Gng5"	"    14707"
"GNL1"	"     2794"	"Gnl1"	"    14670"
"GPM6A"	"     2823"	"Gpm6a"	"   234267"
"GPR4"	"     2828"	"Gpr4"	"   319197"
"GPR15"	"     2838"	"Gpr15"	"    71223"
"LPAR4"	"     2846"	"Lpar4"	"    78134"
"GPR35"	"     2859"	"Gpr35"	"    64095"
"GRK5"	"     2869"	"Grk5"	"    14773"
"GRB7"	"     2886"	"Grb7"	"    14786"
"GRB10"	"     2887"	"Grb10"	"    14783"
"GTF2H1"	"     2965"	"Gtf2h1"	"    14884"
"HIST1H1T"	"     3010"	"Hist1h1t"	"   107970"
"HAGH"	"     3029"	"Hagh"	"    14651"
"HAS2"	"     3037"	"Has2"	"    15117"
"HBQ1"	"     3049"	"Hbq1b"	"   544763"
"HCCS"	"     3052"	"Hccs"	"    15159"
"HCFC1"	"     3054"	"Hcfc1"	"    15161"
"NCKAP1L"	"     3071"	"Nckap1l"	"   105855"
"UBE2K"	"     3093"	"Ube2k"	"    53323"
"HINT1"	"     3094"	"Hint1"	"    15254"
"ZBTB48"	"     3104"	"Zbtb48"	"   100090"
"HSPA5"	"     3309"	"Hspa5"	"    14828"
"JUND"	"     3727"	"Jund"	"    16478"
"LCK"	"     3932"	"Lck"	"    16818"
"LIPE"	"     3991"	"Lipe"	"    16890"
"MB"	"     4151"	"Mb"	"    17189"
"METTL1"	"     4234"	"Mettl1"	"    17299"
"MPP2"	"     4355"	"Mpp2"	"    50997"
"MYCL"	"     4610"	"Mycl"	"    16918"
"MYCN"	"     4613"	"Mycn"	"    18109"
"NBL1"	"     4681"	"Nbl1"	"    17965"
"NFIL3"	"     4783"	"Nfil3"	"    18030"
"PHF2"	"     5253"	"Phf2"	"    18676"
"PPP1R3C"	"     5507"	"Ppp1r3c"	"    53412"
"PTPN14"	"     5784"	"Ptpn14"	"    19250"
"RALA"	"     5898"	"Rala"	"    56044"
"SELENOP"	"     6414"	"Selenop"	"    20363"
"SKIL"	"     6498"	"Skil"	"    20482"
"ST5"	"     6764"	"St5"	"    76954"
"STAT2"	"     6773"	"Stat2"	"    20847"
"TAL2"	"     6887"	"Tal2"	"    21350"
"TIE1"	"     7075"	"Tie1"	"    21846"
"TP53BP2"	"     7159"	"Trp53bp2"	"   209456"
"VAV1"	"     7409"	"Vav1"	"    22324"
"VEGFC"	"     7424"	"Vegfc"	"    22341"
"XRCC2"	"     7516"	"Xrcc2"	"    57434"
"FOSL1"	"     8061"	"Fosl1"	"    14283"
"MLF2"	"     8079"	"Mlf2"	"    30853"
"EOMES"	"     8320"	"Eomes"	"    13813"
"CNOT9"	"     9125"	"Cnot9"	"    58184"
"SMC3"	"     9126"	"Smc3"	"    13006"
"NOG"	"     9241"	"Nog"	"    18121"
"PDLIM7"	"     9260"	"Pdlim7"	"    67399"
"WDR46"	"     9277"	"Wdr46"	"    57315"
"ZBTB22"	"     9278"	"Zbtb22"	"    81630"
"SNCAIP"	"     9627"	"Sncaip"	"    67847"
"MED6"	"    10001"	"Med6"	"    69792"
"ACOT8"	"    10005"	"Acot8"	"   170789"
"KCNE3"	"    10008"	"Kcne3"	"    57442"
"HDAC5"	"    10014"	"Hdac5"	"    15184"
"GNE"	"    10020"	"Gne"	"    50798"
"FRAT1"	"    10023"	"Frat1"	"    14296"
"PIGK"	"    10026"	"Pigk"	"   329777"
"CHAF1A"	"    10036"	"Chaf1a"	"    27221"
"PARP2"	"    10038"	"Parp2"	"    11546"
"PARP3"	"    10039"	"Parp3"	"   235587"
"HMGXB4"	"    10042"	"Hmgxb4"	"    70823"
"SMC4"	"    10051"	"Smc4"	"    70099"
"GJC1"	"    10052"	"Gjc1"	"    14615"
"AP1M1"	"     8907"	"Ap1m1"	"    11767"
"UBA2"	"    10054"	"Uba2"	"    50995"
"SAE1"	"    10055"	"Sae1"	"    56459"
"LRRC32"	"     2615"	"Lrrc32"	"   434215"
"IDH3A"	"     3419"	"Idh3a"	"    67834"
"IFI35"	"     3430"	"Ifi35"	"    70110"
"IFNGR2"	"     3460"	"Ifngr2"	"    15980"
"IL12RB1"	"     3594"	"Il12rb1"	"    16161"
"IMPA1"	"     3612"	"Impa1"	"    55980"
"INPP5A"	"     3632"	"Inpp5a"	"   212111"
"INPP5D"	"     3635"	"Inpp5d"	"    16331"
"INSIG1"	"     3638"	"Insig1"	"   231070"
"IRS1"	"     3667"	"Irs1"	"    16367"
"ISLR"	"     3671"	"Islr"	"    26968"
"ITK"	"     3702"	"Itk"	"    16428"
"KARS"	"     3735"	"Kars"	"    85305"
"KLC1"	"     3831"	"Klc1"	"    16593"
"KRT7"	"     3855"	"Krt7"	"   110310"
"LAMA5"	"     3911"	"Lama5"	"    16776"
"LAMP1"	"     3916"	"Lamp1"	"    16783"
"STMN1"	"     3925"	"Stmn1"	"    16765"
"LCN2"	"     3934"	"Lcn2"	"    16819"
"LCP2"	"     3937"	"Lcp2"	"    16822"
"LGALS3BP"	"     3959"	"Lgals3bp"	"    19039"
"LHX1"	"     3975"	"Lhx1"	"    16869"
"LMAN1"	"     3998"	"Lman1"	"    70361"
"LMO2"	"     4005"	"Lmo2"	"    16909"
"LOXL1"	"     4016"	"Loxl1"	"    16949"
"LPP"	"     4026"	"Lpp"	"   210126"
"CD180"	"     4064"	"Cd180"	"    17079"
"LYL1"	"     4066"	"Lyl1"	"    17095"
"SMAD6"	"     4091"	"Smad6"	"    17130"
"MEF2A"	"     4205"	"Mef2a"	"    17258"
"ALDH6A1"	"     4329"	"Aldh6a1"	"   104776"
"MRE11"	"     4361"	"Mre11a"	"    17535"
"MUSK"	"     4593"	"Musk"	"    18198"
"NFIA"	"     4774"	"Nfia"	"    18027"
"NFIB"	"     4781"	"Nfib"	"    18028"
"NFIC"	"     4782"	"Nfic"	"    18029"
"NIT1"	"     4817"	"Nit1"	"    27045"
"NKG7"	"     4818"	"Nkg7"	"    72310"
"POU3F2"	"     5454"	"Pou3f2"	"    18992"
"RBL2"	"     5934"	"Rbl2"	"    19651"
"REST"	"     5978"	"Rest"	"    19712"
"RNASE6"	"     6039"	"Rnase6"	"    78416"
"DLL1"	"    28514"	"Dll1"	"    13388"
"CCL25"	"     6370"	"Ccl25"	"    20300"
"SDCBP"	"     6386"	"Sdcbp"	"    53378"
"SLC6A8"	"     6535"	"Slc6a8"	"   102857"
"SMO"	"     6608"	"Smo"	"   319757"
"SOS1"	"     6654"	"Sos1"	"    20662"
"VAMP7"	"     6845"	"Vamp7"	"    20955"
"TAF13"	"     6884"	"Taf13"	"    99730"
"TBL1X"	"     6907"	"Tbl1x"	"    21372"
"TCF20"	"     6942"	"Tcf20"	"    21411"
"TERF2"	"     7014"	"Terf2"	"    21750"
"TFCP2"	"     7024"	"Tfcp2"	"    21422"
"KLF10"	"     7071"	"Klf10"	"    21847"
"TP53BP1"	"     7158"	"Trp53bp1"	"    27223"
"TRAF1"	"     7185"	"Traf1"	"    22029"
"MKRN3"	"     7681"	"Mkrn3"	"    22652"
"RNF103"	"     7844"	"Rnf103"	"    22644"
"ST8SIA4"	"     7903"	"St8sia4"	"    20452"
"UBXN8"	"     7993"	"Ubxn8"	"   108159"
"TAF1A"	"     9015"	"Taf1a"	"    21339"
"ADGRG1"	"     9289"	"Adgrg1"	"    14766"
"GTF2IRD1"	"     9569"	"Gtf2ird1"	"    57080"
"SOX13"	"     9580"	"Sox13"	"    20668"
"FARSB"	"    10056"	"Farsb"	"    23874"
"SCAMP2"	"    10066"	"Scamp2"	"    24044"
"SCAMP3"	"    10067"	"Scamp3"	"    24045"
"SNUPN"	"    10073"	"Snupn"	"    66069"
"ERAL1"	"    26284"	"Eral1"	"    57837"
"PTPRU"	"    10076"	"Ptpru"	"    19273"
"TSSC4"	"    10078"	"Tssc4"	"    56844"
"PDCD7"	"    10081"	"Pdcd7"	"    50996"
"PQBP1"	"    10084"	"Pqbp1"	"    54633"
"COL4A3BP"	"    10087"	"Col4a3bp"	"    68018"
"UST"	"    10090"	"Ust"	"   338362"
"ARPC5"	"    10092"	"Arpc5"	"    67771"
"ARPC4"	"    10093"	"Arpc4"	"    68089"
"ARPC3"	"    10094"	"Arpc3"	"    56378"
"ARPC1B"	"    10095"	"Arpc1b"	"    11867"
"ACTR3B"	"    57180"	"Actr3b"	"   242894"
"ACTR2"	"    10097"	"Actr2"	"    66713"
"TSPAN5"	"    10098"	"Tspan5"	"    56224"
"TSFM"	"    10102"	"Tsfm"	"    66399"
"ARPC2"	"    10109"	"Arpc2"	"    76709"
"ARL4C"	"    10123"	"Arl4c"	"   320982"
"ARL4A"	"    10124"	"Arl4a"	"    11861"
"RASGRP1"	"    10125"	"Rasgrp1"	"    19419"
"ZNF263"	"    10127"	"Zfp263"	"    74120"
"PDIA6"	"    10130"	"Pdia6"	"    71853"
"NAMPT"	"    10135"	"Nampt"	"    59027"
"EBI3"	"    10148"	"Ebi3"	"    50498"
"ADGRG2"	"    10149"	"Adgrg2"	"   237175"
"ABI2"	"    10152"	"Abi2"	"   329165"
"CEBPZ"	"    10153"	"Cebpz"	"    12607"
"PLXNC1"	"    10154"	"Plxnc1"	"    54712"
"PDZK1IP1"	"    10158"	"Pdzk1ip1"	"    67182"
"RCL1"	"    10171"	"Rcl1"	"    59028"
"SORBS3"	"    10174"	"Sorbs3"	"    20410"
"CNIH1"	"    10175"	"Cnih1"	"    12793"
"LHFPL2"	"    10184"	"Lhfpl2"	"   218454"
"LHFPL6"	"    10186"	"Lhfp"	"   108927"
"TNK2"	"    10188"	"Tnk2"	"    51789"
"TXNDC9"	"    10190"	"Txndc9"	"    98258"
"RNF41"	"    10193"	"Rnf41"	"    67588"
"TSHZ1"	"    10194"	"Tshz1"	"   110796"
"ALG3"	"    10195"	"Alg3"	"   208624"
"NME6"	"    10201"	"Nme6"	"    54369"
"TRIM13"	"    10206"	"Trim13"	"    66597"
"USPL1"	"    10208"	"Uspl1"	"   231915"
"TOPORS"	"    10210"	"Topors"	"   106021"
"PSMD14"	"    10213"	"Psmd14"	"    59029"
"KLRG1"	"    10219"	"Klrg1"	"    50928"
"PLIN3"	"    10226"	"Plin3"	"    66905"
"RASGRP2"	"    10235"	"Rasgrp2"	"    19395"
"HNRNPR"	"    10236"	"Hnrnpr"	"    74326"
"SLC35B1"	"    10237"	"Slc35b1"	"   110172"
"AP3S1"	"     1176"	"Ap3s1"	"    11777"
"MRPS31"	"    10240"	"Mrps31"	"    57312"
"RIDA"	"    10247"	"Rida"	"    15473"
"POP7"	"    10248"	"Pop7"	"    74097"
"SPRY1"	"    10252"	"Spry1"	"    24063"
"SPRY2"	"    10253"	"Spry2"	"    24064"
"CDK2AP2"	"    10263"	"Cdk2ap2"	"    52004"
"RAMP2"	"    10266"	"Ramp2"	"    54409"
"RAMP1"	"    10267"	"Ramp1"	"    51801"
"RAMP3"	"    10268"	"Ramp3"	"    56089"
"ZMPSTE24"	"    10269"	"Zmpste24"	"   230709"
"AKAP8"	"    10270"	"Akap8"	"    56399"
"PURA"	"     5813"	"Pura"	"    19290"
"FSTL3"	"    10272"	"Fstl3"	"    83554"
"STUB1"	"    10273"	"Stub1"	"    56424"
"NET1"	"    10276"	"Net1"	"    56349"
"SAP18"	"    10284"	"Sap18"	"    20220"
"SAP18"	"    10284"	"Sap18b"	"100041953"
"SMNDC1"	"    10285"	"Smndc1"	"    76479"
"BCAS2"	"    10286"	"Bcas2"	"    68183"
"SF3A1"	"    10291"	"Sf3a1"	"    67465"
"MAEA"	"    10296"	"Maea"	"    59003"
"APC2"	"    10297"	"Apc2"	"    23805"
"PAK4"	"    10298"	"Pak4"	"    70584"
"MARCH6"	"    10299"	"March6"	"   223455"
"KATNB1"	"    10300"	"Katnb1"	"    74187"
"GOLGA3"	"     2802"	"Golga3"	"   269682"
"IPP"	"     3652"	"Ipp"	"    16351"
"CAPRIN1"	"     4076"	"Caprin1"	"    53872"
"SMAD5"	"     4090"	"Smad5"	"    17129"
"SMAD7"	"     4092"	"Smad7"	"    17131"
"MAN1A1"	"     4121"	"Man1a"	"    17155"
"MANBA"	"     4126"	"Manba"	"   110173"
"MC5R"	"     4161"	"Mc5r"	"    17203"
"MCM6"	"     4175"	"Mcm6"	"    17219"
"MCM7"	"     4176"	"Mcm7"	"    17220"
"MDH1"	"     4190"	"Mdh1"	"    17449"
"MEF2D"	"     4209"	"Mef2d"	"    17261"
"MEOX2"	"     4223"	"Meox2"	"    17286"
"MFAP1"	"     4236"	"Mfap1b"	"100034361"
"MFAP1"	"     4236"	"Mfap1a"	"    67532"
"MFAP3"	"     4238"	"Mfap3"	"   216760"
"MFGE8"	"     4240"	"Mfge8"	"    17304"
"MIPEP"	"     4285"	"Mipep"	"    70478"
"KMT2A"	"     4297"	"Kmt2a"	"   214162"
"MLLT1"	"     4298"	"Mllt1"	"    64144"
"AFF1"	"     4299"	"Aff1"	"    17355"
"FOXO4"	"     4303"	"Foxo4"	"    54601"
"CD200"	"     4345"	"Cd200"	"    17470"
"MTF1"	"     4520"	"Mtf1"	"    17764"
"MTHFR"	"     4524"	"Mthfr"	"    17769"
"MXI1"	"     4601"	"Mxi1"	"    17859"
"NAB1"	"     4664"	"Nab1"	"    17936"
"NAB2"	"     4665"	"Nab2"	"    17937"
"HNRNPM"	"     4670"	"Hnrnpm"	"    76936"
"TSPAN31"	"     6302"	"Tspan31"	"    67125"
"SIX1"	"     6495"	"Six1"	"    20471"
"SNAI1"	"     6615"	"Snai1"	"    20613"
"TBCD"	"     6904"	"Tbcd"	"   108903"
"TBX3"	"     6926"	"Tbx3"	"    21386"
"CCT3"	"     7203"	"Cct3"	"    12462"
"TSNAX"	"     7257"	"Tsnax"	"    53424"
"UCHL3"	"     7347"	"Uchl3"	"    50933"
"UQCRFS1"	"     7386"	"Uqcrfs1"	"    66694"
"WFS1"	"     7466"	"Wfs1"	"    22393"
"MANF"	"     7873"	"Manf"	"    74840"
"CLPP"	"     8192"	"Clpp"	"    53895"
"PROM1"	"     8842"	"Prom1"	"    19126"
"HCAR2"	"   338442"	"Hcar2"	"    80885"
"TCIRG1"	"    10312"	"Tcirg1"	"    27060"
"ALKBH1"	"     8846"	"Alkbh1"	"   211064"
"CDC123"	"     8872"	"Cdc123"	"    98828"
"TAX1BP1"	"     8887"	"Tax1bp1"	"    52440"
"H1FX"	"     8971"	"H1fx"	"   243529"
"PNMA1"	"     9240"	"Pnma1"	"    70481"
"CACNA2D2"	"     9254"	"Cacna2d2"	"    56808"
"TP53I11"	"     9537"	"Trp53i11"	"   277414"
"SPATA2"	"     9825"	"Spata2"	"   263876"
"MRC2"	"     9902"	"Mrc2"	"    17534"
"SNAPC5"	"    10302"	"Snapc5"	"   330959"
"LANCL1"	"    10314"	"Lancl1"	"    14768"
"KLHL41"	"    10324"	"Klhl41"	"   228003"
"EMC8"	"    10328"	"Emc8"	"    18117"
"MRVI1"	"    10335"	"Mrvi1"	"    17540"
"TFG"	"    10342"	"Tfg"	"    21787"
"AGFG2"	"     3268"	"Agfg2"	"   231801"
"MICU1"	"    10367"	"Micu1"	"   216001"
"CITED2"	"    10370"	"Cited2"	"    17684"
"IRF9"	"    10379"	"Irf9"	"    16391"
"BPNT1"	"    10380"	"Bpnt1"	"    23827"
"NOD1"	"    10392"	"Nod1"	"   107607"
"PRG3"	"    10394"	"Prg3"	"    53856"
"DLC1"	"    10395"	"Dlc1"	"    50768"
"ATP8A2"	"    51761"	"Atp8a2"	"    50769"
"RACK1"	"    10399"	"Rack1"	"    14694"
"PIAS3"	"    10401"	"Pias3"	"   229615"
"ST3GAL6"	"    10402"	"St3gal6"	"    54613"
"RAPGEF4"	"    11069"	"Rapgef4"	"    56508"
"YAP1"	"    10413"	"Yap1"	"    22601"
"SPON1"	"    10418"	"Spon1"	"   233744"
"PRMT5"	"    10419"	"Prmt5"	"    27374"
"CD2BP2"	"    10421"	"Cd2bp2"	"    70233"
"ACAA2"	"    10449"	"Acaa2"	"    52538"
"TAB1"	"    10454"	"Tab1"	"    66513"
"HAX1"	"    10456"	"Hax1"	"    23897"
"HLA-DMA"	"     3108"	"H2-DMa"	"    14998"
"TMEM50A"	"    23585"	"Tmem50a"	"    71817"
"CD7"	"      924"	"Cd7"	"    12516"
"MS4A3"	"      932"	"Ms4a3"	"   170813"
"CD28"	"      940"	"Cd28"	"    12487"
"DYNC1LI2"	"     1783"	"Dync1li2"	"   234663"
"SFN"	"     2810"	"Sfn"	"    55948"
"GPR19"	"     2842"	"Gpr19"	"    14760"
"IRF6"	"     3664"	"Irf6"	"    54139"
"LASP1"	"     3927"	"Lasp1"	"    16796"
"PRICKLE3"	"     4007"	"Prickle3"	"    54630"
"LRMP"	"     4033"	"Lrmp"	"    16970"
"NEDD8"	"     4738"	"Nedd8"	"    18002"
"NFE2"	"     4778"	"Nfe2"	"    18022"
"NFRKB"	"     4798"	"Nfrkb"	"   235134"
"NNMT"	"     4837"	"Nnmt"	"    18113"
"NRAP"	"     4892"	"Nrap"	"    18175"
"NSF"	"     4905"	"Nsf"	"    18195"
"NTF4"	"     4909"	"Ntf5"	"    78405"
"NTRK2"	"     4915"	"Ntrk2"	"    18212"
"NUCB1"	"     4924"	"Nucb1"	"    18220"
"NR4A2"	"     4929"	"Nr4a2"	"    18227"
"OAS3"	"     4940"	"Oas3"	"   246727"
"ORC2"	"     4999"	"Orc2"	"    18393"
"PA2G4"	"     5036"	"Pa2g4"	"    18813"
"PCM1"	"     5108"	"Pcm1"	"    18536"
"PCP4"	"     5121"	"Pcp4"	"    18546"
"PDE4A"	"     5141"	"Pde4a"	"    18577"
"PDE6H"	"     5149"	"Pde6h"	"    78600"
"PDGFRL"	"     5157"	"Pdgfrl"	"    68797"
"ENPP2"	"     5168"	"Enpp2"	"    18606"
"PENK"	"     5179"	"Penk"	"    18619"
"PHYH"	"     5264"	"Phyh"	"    16922"
"PIN1"	"     5300"	"Pin1"	"    23988"
"PITPNB"	"    23760"	"Pitpnb"	"    56305"
"PLTP"	"     5360"	"Pltp"	"    18830"
"POLD2"	"     5425"	"Pold2"	"    18972"
"POLE"	"     5426"	"Pole"	"    18973"
"POLR2H"	"     5437"	"Polr2h"	"   245841"
"POLR2I"	"     5438"	"Polr2i"	"    69920"
"POLR2J"	"     5439"	"Polr2j"	"    20022"
"POU2AF1"	"     5450"	"Pou2af1"	"    18985"
"PPARD"	"     5467"	"Ppard"	"    19015"
"PPP1R2"	"     5504"	"Ppp1r2"	"    66849"
"PPP1R3D"	"     5509"	"Ppp1r3d"	"   228966"
"PPP5C"	"     5536"	"Ppp5c"	"    19060"
"PRKAA2"	"     5563"	"Prkaa2"	"   108079"
"PRKG2"	"     5593"	"Prkg2"	"    19092"
"PRPH"	"     5630"	"Prph"	"    19132"
"PSME1"	"     5720"	"Psme1"	"    19186"
"RALGDS"	"     5900"	"Ralgds"	"    19730"
"RRAS"	"     6237"	"Rras"	"    20130"
"S100A1"	"     6271"	"S100a1"	"    20193"
"S100B"	"     6285"	"S100b"	"    20203"
"ST3GAL4"	"     6484"	"St3gal4"	"    20443"
"SSR4"	"     6748"	"Ssr4"	"    20832"
"TACC1"	"     6867"	"Tacc1"	"   320165"
"TESK1"	"     7016"	"Tesk1"	"    21754"
"TFDP2"	"     7029"	"Tfdp2"	"   211586"
"TFPI"	"     7035"	"Tfpi"	"    21788"
"THY1"	"     7070"	"Thy1"	"    21838"
"TNFAIP3"	"     7128"	"Tnfaip3"	"    21929"
"TNFAIP2"	"     7127"	"Tnfaip2"	"    21928"
"TSG101"	"     7251"	"Tsg101"	"    22088"
"VARS"	"     7407"	"Vars"	"    22321"
"MAP3K12"	"     7786"	"Map3k12"	"    26404"
"MOGS"	"     7841"	"Mogs"	"    57377"
"AIMP2"	"     7965"	"Aimp2"	"   231872"
"SMC1A"	"     8243"	"Smc1a"	"    24061"
"SRPX"	"     8406"	"Srpx"	"    51795"
"PCGF3"	"    10336"	"Pcgf3"	"    69587"
"TUBGCP3"	"    10426"	"Tubgcp3"	"   259279"
"CFDP1"	"    10428"	"Cfdp1"	"    23837"
"RBM14"	"    10432"	"Rbm14"	"    56275"
"EMG1"	"    10436"	"Emg1"	"    14791"
"C1D"	"    10438"	"C1d"	"    57316"
"TIMM17B"	"    10245"	"Timm17b"	"    21855"
"ZER1"	"    10444"	"Zer1"	"   227693"
"MCRS1"	"    10445"	"Mcrs1"	"    51812"
"MAD2L2"	"    10459"	"Mad2l2"	"    71890"
"MERTK"	"    10461"	"Mertk"	"    17289"
"SLC30A9"	"    10463"	"Slc30a9"	"   109108"
"PIBF1"	"    10464"	"Pibf1"	"    52023"
"ZNHIT1"	"    10467"	"Znhit1"	"    70103"
"TIMM44"	"    10469"	"Timm44"	"    21856"
"TADA3"	"    10474"	"Tada3"	"   101206"
"UBE2E3"	"    10477"	"Ube2e3"	"    22193"
"SLC25A17"	"    10478"	"Slc25a17"	"    20524"
"EIF3M"	"    10480"	"Eif3m"	"    98221"
"SEC23A"	"    10484"	"Sec23a"	"    20334"
"LRRC41"	"    10489"	"Lrrc41"	"   230654"
"SYNCRIP"	"    10492"	"Syncrip"	"    56403"
"CIB2"	"    10518"	"Cib2"	"    56506"
"CIB1"	"    10519"	"Cib1"	"    23991"
"CHERP"	"    10523"	"Cherp"	"    27967"
"HYOU1"	"    10525"	"Hyou1"	"    12282"
"IPO7"	"    10527"	"Ipo7"	"   233726"
"NOP56"	"    10528"	"Nop56"	"    67134"
"ATG7"	"    10533"	"Atg7"	"    74244"
"RNASEH2A"	"    10535"	"Rnaseh2a"	"    69724"
"UBD"	"    10537"	"Ubd"	"    24108"
"BATF"	"    10538"	"Batf"	"    53314"
"DCTN2"	"    10540"	"Dctn2"	"    69654"
"LAMTOR5"	"    10542"	"Lamtor5"	"    68576"
"NEDD9"	"     4739"	"Nedd9"	"    18003"
"PROCR"	"    10544"	"Procr"	"    19124"
"TM9SF1"	"    10548"	"Tm9sf1"	"    74140"
"PRDX4"	"    10549"	"Prdx4"	"    53381"
"ARL6IP5"	"    10550"	"Arl6ip5"	"    65106"
"ARPC1A"	"    10552"	"Arpc1a"	"    56443"
